[2026-05-21 23:15:44] INFO     - ═════════════════════ Process started ═════════════════════
[2026-05-21 23:15:45] INFO     - Excel loaded: 103 players, 103 bowlers from 'C:\Users\himan\Documents\UiPath\CrickInfo\Data\IPLPointsData.xlsx'
[2026-05-21 23:15:45] INFO     - Google Sheets authentication successful.
[2026-05-21 23:15:49] INFO     - Worksheets opened: ['Points', 'Home', 'Data']
[2026-05-21 23:15:54] INFO     - Updating previous points for all players before processing.
[2026-05-21 23:15:54] DEBUG    - ======================================================
[2026-05-21 23:15:57] DEBUG    - Updated previous points for 'Tilak Varma' at row 9: 582 → 606
[2026-05-21 23:15:57] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:00] DEBUG    - Updated previous points for 'Jasprit Bumrah' at row 11: 251 → 301
[2026-05-21 23:16:00] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:04] DEBUG    - Updated previous points for 'Sunil Narine' at row 28: 592 → 651
[2026-05-21 23:16:04] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:07] DEBUG    - Updated previous points for 'Ajinkya Rahane' at row 29: 422 → 451
[2026-05-21 23:16:07] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:11] DEBUG    - Updated previous points for 'Hardik Pandya' at row 31: 364 → 407
[2026-05-21 23:16:11] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:14] DEBUG    - Updated previous points for 'Suryakumar Yadav' at row 32: 324 → 347
[2026-05-21 23:16:14] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:18] DEBUG    - Updated previous points for 'Rohit Sharma' at row 33: 397 → 420
[2026-05-21 23:16:18] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:21] DEBUG    - Updated previous points for 'Cameron Green' at row 47: 670 → 745
[2026-05-21 23:16:21] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:25] DEBUG    - Updated previous points for 'Varun Chakaravarthy' at row 48: 372 → 390
[2026-05-21 23:16:25] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:28] DEBUG    - Updated previous points for 'Naman Dhir' at row 57: 524 → 526
[2026-05-21 23:16:28] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:31] DEBUG    - Updated previous points for 'Finn Allen' at row 58: 497 → 511
[2026-05-21 23:16:31] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:35] DEBUG    - Updated previous points for 'Will Jacks' at row 68: 195 → 219
[2026-05-21 23:16:35] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:38] DEBUG    - Updated previous points for 'Angkrish Raghuvanshi' at row 87: 664 → 676
[2026-05-21 23:16:38] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:42] DEBUG    - Updated previous points for 'Rinku Singh' at row 98: 505 → 526
[2026-05-21 23:16:42] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:45] DEBUG    - Updated previous points for 'Corbin Bosch' at row 101: 295 → 440
[2026-05-21 23:16:45] DEBUG    - Sleeping 3s after updating previous points.
[2026-05-21 23:16:45] DEBUG    - ======================================================
[2026-05-21 23:17:08] DEBUG    - ===============================================================
[2026-05-21 23:17:08] INFO     - Pausing 5s before before next steps.
[2026-05-21 23:17:08] DEBUG    - ===============================================================
[2026-05-21 23:17:10] DEBUG    - ===============================================================
[2026-05-21 23:17:10] DEBUG    - ===============================================================
[2026-05-21 23:17:10] INFO     - Processing count= 1
[2026-05-21 23:17:10] INFO     - Processing player of CSK : 'Shivam Dube' | 465 points | team: CSK
[2026-05-21 23:17:10] DEBUG    - Match found for Shivam Dube in Points at row 5
[2026-05-21 23:17:11] INFO     - Points gained for Shivam Dube in Points: 82 (Points: 465, Dot Balls: 6, Previous Total: 389)
[2026-05-21 23:17:11] INFO     - Data updated successfully for Shivam Dube in Points - 465 points and 6 dot balls!
[2026-05-21 23:17:11] DEBUG    - Sleeping 3s before next update.
[2026-05-21 23:17:14] DEBUG    - ===============================================================
[2026-05-21 23:17:14] INFO     - Processing count= 2
[2026-05-21 23:17:14] INFO     - Processing player of CSK : 'Sanju Samson' | 770 points | team: CSK
[2026-05-21 23:17:14] DEBUG    - Match found for Sanju Samson in Points at row 6
[2026-05-21 23:17:15] INFO     - Points gained for Sanju Samson in Points: 2 (Points: 770, Dot Balls: 0, Previous Total: 768)
[2026-05-21 23:17:15] INFO     - Data updated successfully for Sanju Samson in Points - 770 points and 0 dot balls!
[2026-05-21 23:17:15] DEBUG    - Sleeping 3s before next update.
[2026-05-21 23:17:18] DEBUG    - ===============================================================
[2026-05-21 23:17:18] INFO     - Processing count= 3
[2026-05-21 23:17:18] INFO     - Processing player of GT : 'Sai Sudharsan' | 956 points | team: GT
[2026-05-21 23:17:18] DEBUG    - Match found for Sai Sudharsan in Points at row 7
[2026-05-21 23:17:19] INFO     - Points gained for Sai Sudharsan in Points: 115 (Points: 956, Dot Balls: 0, Previous Total: 841)
[2026-05-21 23:17:19] INFO     - Data updated successfully for Sai Sudharsan in Points - 956 points and 0 dot balls!
[2026-05-21 23:17:19] DEBUG    - Sleeping 3s before next update.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 4
[2026-05-21 23:17:22] INFO     - Processing player of LSG : 'Mohsin Khan' | 377 points | team: LSG
[2026-05-21 23:17:22] DEBUG    - Match found for Mohsin Khan in Points at row 8
[2026-05-21 23:17:22] INFO     - No update needed for Mohsin Khan in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 5
[2026-05-21 23:17:22] INFO     - Processing player of MI : 'Tilak Varma' | 606 points | team: MI
[2026-05-21 23:17:22] DEBUG    - Match found for Tilak Varma in Points at row 9
[2026-05-21 23:17:22] INFO     - No update needed for Tilak Varma in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 6
[2026-05-21 23:17:22] INFO     - Processing player of MI : 'Quinton de Kock' | 221 points | team: MI
[2026-05-21 23:17:22] DEBUG    - Match found for Quinton de Kock in Points at row 10
[2026-05-21 23:17:22] INFO     - No update needed for Quinton de Kock in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 7
[2026-05-21 23:17:22] INFO     - Processing player of MI : 'Jasprit Bumrah' | 190 points | team: MI
[2026-05-21 23:17:22] DEBUG    - Match found for Jasprit Bumrah in Points at row 11
[2026-05-21 23:17:22] INFO     - No update needed for Jasprit Bumrah in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 8
[2026-05-21 23:17:22] INFO     - Processing player of PBSK : 'Harpreet Brar' | 82 points | team: PBSK
[2026-05-21 23:17:22] DEBUG    - Match found for Harpreet Brar in Points at row 12
[2026-05-21 23:17:22] INFO     - No update needed for Harpreet Brar in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 9
[2026-05-21 23:17:22] INFO     - Processing player of PBSK : 'Yuzvendra Chahal' | 320 points | team: PBSK
[2026-05-21 23:17:22] DEBUG    - Match found for Yuzvendra Chahal in Points at row 13
[2026-05-21 23:17:22] INFO     - No update needed for Yuzvendra Chahal in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 10
[2026-05-21 23:17:22] INFO     - Processing player of RCB : 'Romario Shepherd' | 348 points | team: RCB
[2026-05-21 23:17:22] DEBUG    - Match found for Romario Shepherd in Points at row 14
[2026-05-21 23:17:22] INFO     - No update needed for Romario Shepherd in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 11
[2026-05-21 23:17:22] INFO     - Processing player of RR : 'Vaibhav Sooryavanshi' | 907 points | team: RR
[2026-05-21 23:17:22] DEBUG    - Match found for Vaibhav Sooryavanshi in Points at row 15
[2026-05-21 23:17:22] INFO     - No update needed for Vaibhav Sooryavanshi in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 12
[2026-05-21 23:17:22] INFO     - Processing player of RR : 'Ravi Bishnoi' | 359 points | team: RR
[2026-05-21 23:17:22] DEBUG    - Match found for Ravi Bishnoi in Points at row 16
[2026-05-21 23:17:22] INFO     - No update needed for Ravi Bishnoi in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 13
[2026-05-21 23:17:22] INFO     - Processing player of SRH : 'Abhishek Sharma' | 815 points | team: SRH
[2026-05-21 23:17:22] DEBUG    - Match found for Abhishek Sharma in Points at row 17
[2026-05-21 23:17:22] INFO     - No update needed for Abhishek Sharma in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 14
[2026-05-21 23:17:22] INFO     - Processing player of SRH : 'Ishan Kishan' | 817 points | team: SRH
[2026-05-21 23:17:22] DEBUG    - Match found for Ishan Kishan in Points at row 18
[2026-05-21 23:17:22] INFO     - No update needed for Ishan Kishan in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 15
[2026-05-21 23:17:22] INFO     - Processing player of SRH : 'Pat Cummins' | 290 points | team: SRH
[2026-05-21 23:17:22] DEBUG    - Match found for Pat Cummins in Points at row 19
[2026-05-21 23:17:22] INFO     - No update needed for Pat Cummins in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 16
[2026-05-21 23:17:22] INFO     - Processing player of RCB : 'Rasikh Salam' | 381 points | team: RCB
[2026-05-21 23:17:22] DEBUG    - Match found for Rasikh Salam in Points at row 20
[2026-05-21 23:17:22] INFO     - No update needed for Rasikh Salam in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 17
[2026-05-21 23:17:22] INFO     - Processing player of KKR : 'Matheesha Pathirana' | 4 points | team: KKR
[2026-05-21 23:17:22] DEBUG    - Match found for Matheesha Pathirana in Points at row 21
[2026-05-21 23:17:22] INFO     - No update needed for Matheesha Pathirana in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 18
[2026-05-21 23:17:22] INFO     - 
Skipping Nathan Ellis as points is zero.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 19
[2026-05-21 23:17:22] INFO     - 
Skipping Yudhvir Singh as points is zero.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 20
[2026-05-21 23:17:22] INFO     - Processing player of CSK : 'Ayush Mhatre' | 311 points | team: CSK
[2026-05-21 23:17:22] DEBUG    - Match found for Ayush Mhatre in Points at row 24
[2026-05-21 23:17:22] INFO     - No update needed for Ayush Mhatre in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 21
[2026-05-21 23:17:22] INFO     - 
Skipping MS Dhoni as points is zero.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 22
[2026-05-21 23:17:22] INFO     - Processing player of DC : 'Mitchell Starc' | 281 points | team: DC
[2026-05-21 23:17:22] DEBUG    - Match found for Mitchell Starc in Points at row 26
[2026-05-21 23:17:22] INFO     - No update needed for Mitchell Starc in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 23
[2026-05-21 23:17:22] INFO     - Processing player of GT : 'Glenn Phillips' | 165 points | team: GT
[2026-05-21 23:17:22] DEBUG    - Match found for Glenn Phillips in Points at row 27
[2026-05-21 23:17:22] INFO     - No update needed for Glenn Phillips in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 24
[2026-05-21 23:17:22] INFO     - Processing player of KKR : 'Sunil Narine' | 522 points | team: KKR
[2026-05-21 23:17:22] DEBUG    - Match found for Sunil Narine in Points at row 28
[2026-05-21 23:17:22] INFO     - No update needed for Sunil Narine in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 25
[2026-05-21 23:17:22] INFO     - Processing player of KKR : 'Ajinkya Rahane' | 451 points | team: KKR
[2026-05-21 23:17:22] DEBUG    - Match found for Ajinkya Rahane in Points at row 29
[2026-05-21 23:17:22] INFO     - No update needed for Ajinkya Rahane in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 26
[2026-05-21 23:17:22] INFO     - Processing player of LSG : 'Ayush Badoni' | 280 points | team: LSG
[2026-05-21 23:17:22] DEBUG    - Match found for Ayush Badoni in Points at row 30
[2026-05-21 23:17:22] INFO     - No update needed for Ayush Badoni in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 27
[2026-05-21 23:17:22] INFO     - Processing player of MI : 'Hardik Pandya' | 366 points | team: MI
[2026-05-21 23:17:22] DEBUG    - Match found for Hardik Pandya in Points at row 31
[2026-05-21 23:17:22] INFO     - No update needed for Hardik Pandya in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 28
[2026-05-21 23:17:22] INFO     - Processing player of MI : 'Suryakumar Yadav' | 347 points | team: MI
[2026-05-21 23:17:22] DEBUG    - Match found for Suryakumar Yadav in Points at row 32
[2026-05-21 23:17:22] INFO     - No update needed for Suryakumar Yadav in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 29
[2026-05-21 23:17:22] INFO     - Processing player of MI : 'Rohit Sharma' | 420 points | team: MI
[2026-05-21 23:17:22] DEBUG    - Match found for Rohit Sharma in Points at row 33
[2026-05-21 23:17:22] INFO     - No update needed for Rohit Sharma in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 30
[2026-05-21 23:17:22] INFO     - Processing player of PBSK : 'Priyansh Arya' | 583 points | team: PBSK
[2026-05-21 23:17:22] DEBUG    - Match found for Priyansh Arya in Points at row 34
[2026-05-21 23:17:22] INFO     - No update needed for Priyansh Arya in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 31
[2026-05-21 23:17:22] INFO     - Processing player of RCB : 'Phil Salt' | 348 points | team: RCB
[2026-05-21 23:17:22] DEBUG    - Match found for Phil Salt in Points at row 35
[2026-05-21 23:17:22] INFO     - No update needed for Phil Salt in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 32
[2026-05-21 23:17:22] INFO     - Processing player of RCB : 'Bhuvneshwar Kumar' | 785 points | team: RCB
[2026-05-21 23:17:22] DEBUG    - Match found for Bhuvneshwar Kumar in Points at row 36
[2026-05-21 23:17:22] INFO     - No update needed for Bhuvneshwar Kumar in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 33
[2026-05-21 23:17:22] INFO     - Processing player of RCB : 'Josh Hazlewood' | 404 points | team: RCB
[2026-05-21 23:17:22] DEBUG    - Match found for Josh Hazlewood in Points at row 37
[2026-05-21 23:17:22] INFO     - No update needed for Josh Hazlewood in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 34
[2026-05-21 23:17:22] INFO     - Processing player of RR : 'Shimron Hetmyer' | 169 points | team: RR
[2026-05-21 23:17:22] DEBUG    - Match found for Shimron Hetmyer in Points at row 38
[2026-05-21 23:17:22] INFO     - No update needed for Shimron Hetmyer in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 35
[2026-05-21 23:17:22] INFO     - Processing player of RR : 'Sandeep Sharma' | 161 points | team: RR
[2026-05-21 23:17:22] DEBUG    - Match found for Sandeep Sharma in Points at row 39
[2026-05-21 23:17:22] INFO     - No update needed for Sandeep Sharma in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 36
[2026-05-21 23:17:22] INFO     - Processing player of PBSK : 'Marco Jansen' | 317 points | team: PBSK
[2026-05-21 23:17:22] DEBUG    - Match found for Marco Jansen in Points at row 40
[2026-05-21 23:17:22] INFO     - No update needed for Marco Jansen in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 37
[2026-05-21 23:17:22] INFO     - Processing player of CSK : 'Prashant Veer' | 134 points | team: CSK
[2026-05-21 23:17:22] DEBUG    - Match found for Prashant Veer in Points at row 41
[2026-05-21 23:17:22] INFO     - No update needed for Prashant Veer in Points as points are unchanged.
[2026-05-21 23:17:22] DEBUG    - ===============================================================
[2026-05-21 23:17:22] INFO     - Processing count= 38
[2026-05-21 23:17:22] INFO     - Processing player of CSK : 'Ruturaj Gaikwad' | 532 points | team: CSK
[2026-05-21 23:17:22] DEBUG    - Match found for Ruturaj Gaikwad in Points at row 42
[2026-05-21 23:17:23] INFO     - Points gained for Ruturaj Gaikwad in Points: 37 (Points: 532, Dot Balls: 0, Previous Total: 495)
[2026-05-21 23:17:23] INFO     - Data updated successfully for Ruturaj Gaikwad in Points - 532 points and 0 dot balls!
[2026-05-21 23:17:23] DEBUG    - Sleeping 3s before next update.
[2026-05-21 23:17:26] DEBUG    - ===============================================================
[2026-05-21 23:17:26] INFO     - Processing count= 39
[2026-05-21 23:17:26] INFO     - Processing player of DC : 'Axar Patel' | 535 points | team: DC
[2026-05-21 23:17:26] DEBUG    - Match found for Axar Patel in Points at row 43
[2026-05-21 23:17:26] INFO     - No update needed for Axar Patel in Points as points are unchanged.
[2026-05-21 23:17:26] DEBUG    - ===============================================================
[2026-05-21 23:17:26] INFO     - Processing count= 40
[2026-05-21 23:17:26] INFO     - Processing player of DC : 'Abishek Porel' | 127 points | team: DC
[2026-05-21 23:17:26] DEBUG    - Match found for Abishek Porel in Points at row 44
[2026-05-21 23:17:26] INFO     - No update needed for Abishek Porel in Points as points are unchanged.
[2026-05-21 23:17:26] DEBUG    - ===============================================================
[2026-05-21 23:17:26] INFO     - Processing count= 41
[2026-05-21 23:17:26] INFO     - Processing player of DC : 'KL Rahul' | 812 points | team: DC
[2026-05-21 23:17:26] DEBUG    - Match found for KL Rahul in Points at row 45
[2026-05-21 23:17:26] INFO     - No update needed for KL Rahul in Points as points are unchanged.
[2026-05-21 23:17:26] DEBUG    - ===============================================================
[2026-05-21 23:17:26] INFO     - Processing count= 42
[2026-05-21 23:17:26] INFO     - Processing player of GT : 'Rashid Khan' | 672 points | team: GT
[2026-05-21 23:17:26] DEBUG    - Match found for Rashid Khan in Points at row 46
[2026-05-21 23:17:26] INFO     - Points gained for Rashid Khan in Points: 89 (Points: 672, Dot Balls: 103, Previous Total: 686)
[2026-05-21 23:17:26] INFO     - Data updated successfully for Rashid Khan in Points - 672 points and 103 dot balls!
[2026-05-21 23:17:26] DEBUG    - Sleeping 3s before next update.
[2026-05-21 23:17:29] DEBUG    - ===============================================================
[2026-05-21 23:17:29] INFO     - Processing count= 43
[2026-05-21 23:17:29] INFO     - Processing player of KKR : 'Cameron Green' | 701 points | team: KKR
[2026-05-21 23:17:29] DEBUG    - Match found for Cameron Green in Points at row 47
[2026-05-21 23:17:29] INFO     - No update needed for Cameron Green in Points as points are unchanged.
[2026-05-21 23:17:29] DEBUG    - ===============================================================
[2026-05-21 23:17:29] INFO     - Processing count= 44
[2026-05-21 23:17:29] INFO     - Processing player of KKR : 'Varun Chakaravarthy' | 318 points | team: KKR
[2026-05-21 23:17:29] DEBUG    - Match found for Varun Chakaravarthy in Points at row 48
[2026-05-21 23:17:29] INFO     - No update needed for Varun Chakaravarthy in Points as points are unchanged.
[2026-05-21 23:17:29] DEBUG    - ===============================================================
[2026-05-21 23:17:29] INFO     - Processing count= 45
[2026-05-21 23:17:29] INFO     - Processing player of LSG : 'Digvesh Singh' | 191 points | team: LSG
[2026-05-21 23:17:29] DEBUG    - Match found for Digvesh Singh in Points at row 49
[2026-05-21 23:17:29] INFO     - No update needed for Digvesh Singh in Points as points are unchanged.
[2026-05-21 23:17:29] DEBUG    - ===============================================================
[2026-05-21 23:17:29] INFO     - Processing count= 46
[2026-05-21 23:17:29] INFO     - Processing player of LSG : 'Rishabh Pant' | 527 points | team: LSG
[2026-05-21 23:17:29] DEBUG    - Match found for Rishabh Pant in Points at row 50
[2026-05-21 23:17:29] INFO     - No update needed for Rishabh Pant in Points as points are unchanged.
[2026-05-21 23:17:29] DEBUG    - ===============================================================
[2026-05-21 23:17:29] INFO     - Processing count= 47
[2026-05-21 23:17:29] INFO     - Processing player of PBSK : 'Arshdeep Singh' | 429 points | team: PBSK
[2026-05-21 23:17:29] DEBUG    - Match found for Arshdeep Singh in Points at row 51
[2026-05-21 23:17:29] INFO     - No update needed for Arshdeep Singh in Points as points are unchanged.
[2026-05-21 23:17:29] DEBUG    - ===============================================================
[2026-05-21 23:17:29] INFO     - Processing count= 48
[2026-05-21 23:17:29] INFO     - Processing player of RCB : 'Krunal Pandya' | 519 points | team: RCB
[2026-05-21 23:17:29] DEBUG    - Match found for Krunal Pandya in Points at row 52
[2026-05-21 23:17:29] INFO     - No update needed for Krunal Pandya in Points as points are unchanged.
[2026-05-21 23:17:29] DEBUG    - ===============================================================
[2026-05-21 23:17:29] INFO     - Processing count= 49
[2026-05-21 23:17:29] INFO     - Processing player of RCB : 'Rajat Patidar' | 587 points | team: RCB
[2026-05-21 23:17:29] DEBUG    - Match found for Rajat Patidar in Points at row 53
[2026-05-21 23:17:29] INFO     - No update needed for Rajat Patidar in Points as points are unchanged.
[2026-05-21 23:17:29] DEBUG    - ===============================================================
[2026-05-21 23:17:29] INFO     - Processing count= 50
[2026-05-21 23:17:29] INFO     - Processing player of RR : 'Yashasvi Jaiswal' | 609 points | team: RR
[2026-05-21 23:17:29] DEBUG    - Match found for Yashasvi Jaiswal in Points at row 54
