[2026-04-16 23:45:03] INFO     - ═════════════════════ Process started ═════════════════════
[2026-04-16 23:45:19] INFO     - Teams loaded: T1='PBSK', T2='MI'
[2026-04-16 23:45:20] INFO     - Excel loaded: 103 players, 103 bowlers from 'C:\Users\himan\Documents\UiPath\CrickInfo\Data\IPLPointsData.xlsx'
[2026-04-16 23:45:20] INFO     - Google Sheets authentication successful.
[2026-04-16 23:45:25] INFO     - Worksheets opened: ['PBSK', 'MI', 'RCB', 'LSG', 'Extra', 'Bowler', 'Home', 'Data']
[2026-04-16 23:45:29] INFO     - Updated current date '16 Apr' in cell A1 of all sheets.
[2026-04-16 23:45:32] DEBUG    - ===============================================================
[2026-04-16 23:45:32] INFO     - Processing players for team: PBSK
[2026-04-16 23:45:32] DEBUG    - ===============================================================
[2026-04-16 23:45:32] INFO     - Processing count for PBSK = 1
[2026-04-16 23:45:32] INFO     - Processing player of PBSK : 'Prabhsimran Singh' | 345 points | team: PBSK
[2026-04-16 23:45:32] DEBUG    - Match found for Prabhsimran Singh in PBSK at row 6
[2026-04-16 23:45:33] INFO     - Data updated successfully for Prabhsimran Singh in PBSK - 345 points!
[2026-04-16 23:45:33] DEBUG    - Sleeping 3s before next update.
[2026-04-16 23:45:36] DEBUG    - ===============================================================
[2026-04-16 23:45:36] INFO     - Processing count for PBSK = 2
[2026-04-16 23:45:36] INFO     - Processing player of PBSK : 'Shreyas Iyer' | 319 points | team: PBSK
[2026-04-16 23:45:36] WARNING  - Shreyas Iyer not found in (PBSK, MI, RCB, LSG, Extra).
[2026-04-16 23:45:36] DEBUG    - ===============================================================
[2026-04-16 23:45:36] INFO     - Processing count for PBSK = 3
[2026-04-16 23:45:36] INFO     - Processing player of PBSK : 'Cooper Connolly' | 221 points | team: PBSK
[2026-04-16 23:45:36] DEBUG    - Match found for Cooper Connolly in Extra at row 9
[2026-04-16 23:45:36] INFO     - Data updated successfully for Cooper Connolly in Extra - 221 points!
[2026-04-16 23:45:36] DEBUG    - Sleeping 3s before next update.
[2026-04-16 23:45:39] DEBUG    - ===============================================================
[2026-04-16 23:45:39] INFO     - Processing count for PBSK = 4
[2026-04-16 23:45:39] INFO     - Processing player of PBSK : 'Priyansh Arya' | 190 points | team: PBSK
[2026-04-16 23:45:39] DEBUG    - Match found for Priyansh Arya in PBSK at row 8
[2026-04-16 23:45:40] INFO     - Data updated successfully for Priyansh Arya in PBSK - 190 points!
[2026-04-16 23:45:40] DEBUG    - Sleeping 3s before next update.
[2026-04-16 23:45:43] DEBUG    - ===============================================================
[2026-04-16 23:45:43] INFO     - Processing count for PBSK = 5
[2026-04-16 23:45:43] INFO     - Processing player of PBSK : 'Arshdeep Singh' | 175 points | team: PBSK
[2026-04-16 23:45:43] DEBUG    - Match found for Arshdeep Singh in PBSK at row 9
[2026-04-16 23:45:44] INFO     - Data updated successfully for Arshdeep Singh in PBSK - 175 points!
[2026-04-16 23:45:44] DEBUG    - Sleeping 3s before next update.
[2026-04-16 23:45:47] DEBUG    - ===============================================================
[2026-04-16 23:45:47] INFO     - Processing count for PBSK = 6
[2026-04-16 23:45:47] INFO     - Processing player of PBSK : 'Vijaykumar Vyshak' | 149 points | team: PBSK
[2026-04-16 23:45:47] DEBUG    - Match found for Vijaykumar Vyshak in Extra at row 11
[2026-04-16 23:45:48] INFO     - Data updated successfully for Vijaykumar Vyshak in Extra - 149 points!
[2026-04-16 23:45:48] DEBUG    - Sleeping 3s before next update.
[2026-04-16 23:45:51] DEBUG    - ===============================================================
[2026-04-16 23:45:51] INFO     - Processing count for PBSK = 7
[2026-04-16 23:45:51] INFO     - Processing player of PBSK : 'Shashank Singh' | 144 points | team: PBSK
[2026-04-16 23:45:51] DEBUG    - Match found for Shashank Singh in PBSK at row 7
[2026-04-16 23:45:52] INFO     - Data updated successfully for Shashank Singh in PBSK - 144 points!
[2026-04-16 23:45:52] DEBUG    - Sleeping 3s before next update.
[2026-04-16 23:45:55] DEBUG    - ===============================================================
[2026-04-16 23:45:55] INFO     - Processing count for PBSK = 8
[2026-04-16 23:45:55] INFO     - Processing player of PBSK : 'Marco Jansen' | 130 points | team: PBSK
[2026-04-16 23:45:55] DEBUG    - Match found for Marco Jansen in Extra at row 22
[2026-04-16 23:45:56] INFO     - Data updated successfully for Marco Jansen in Extra - 130 points!
[2026-04-16 23:45:56] DEBUG    - Sleeping 3s before next update.
[2026-04-16 23:45:59] DEBUG    - ===============================================================
[2026-04-16 23:45:59] INFO     - Processing count for PBSK = 9
[2026-04-16 23:45:59] INFO     - Processing player of PBSK : 'Yuzvendra Chahal' | 101 points | team: PBSK
[2026-04-16 23:45:59] DEBUG    - Match found for Yuzvendra Chahal in PBSK at row 11
[2026-04-16 23:46:00] INFO     - Data updated successfully for Yuzvendra Chahal in PBSK - 101 points!
[2026-04-16 23:46:00] DEBUG    - Sleeping 3s before next update.
[2026-04-16 23:46:03] DEBUG    - ===============================================================
[2026-04-16 23:46:03] INFO     - Processing count for PBSK = 10
[2026-04-16 23:46:03] INFO     - Processing player of PBSK : 'Nehal Wadhera' | 63 points | team: PBSK
[2026-04-16 23:46:03] DEBUG    - Match found for Nehal Wadhera in PBSK at row 12
[2026-04-16 23:46:03] INFO     - No update needed for Nehal Wadhera in PBSK as points are unchanged.
[2026-04-16 23:46:03] DEBUG    - ===============================================================
[2026-04-16 23:46:03] INFO     - Processing count for PBSK = 11
[2026-04-16 23:46:03] INFO     - Processing player of PBSK : 'Marcus Stoinis' | 47 points | team: PBSK
[2026-04-16 23:46:03] DEBUG    - Match found for Marcus Stoinis in PBSK at row 5
[2026-04-16 23:46:04] INFO     - Data updated successfully for Marcus Stoinis in PBSK - 47 points!
[2026-04-16 23:46:04] DEBUG    - Sleeping 3s before next update.
[2026-04-16 23:46:07] DEBUG    - ===============================================================
[2026-04-16 23:46:07] INFO     - Processing count for PBSK = 12
[2026-04-16 23:46:07] INFO     - 
Skipping Harpreet Brar as points is zero.
[2026-04-16 23:46:07] DEBUG    - ===============================================================
[2026-04-16 23:46:07] INFO     - Processing players for team: MI
[2026-04-16 23:46:07] DEBUG    - ===============================================================
[2026-04-16 23:46:07] INFO     - Processing count for MI = 1
